,Date,Home,Name,Position,Team,Vs,A,Bbps,BPS,CS,FA,G,GC,GW,Mins,Off,OG,On,Pl Rc,Pl Yc,Starts,TA,X A,X G,X Gi,Date_Formatted,Vs_xGC_per90_Last6,Vs_xG_per90_Last6,xG_per90_Last6,xA_per90_Last6,xGC_per90_Last6
2161,12/01/2021,False,"Fernández  Federico Fernández (Newcastle United, Defender)",DEF,NEW,SHU,0,12,12,0,0,0,1,18,77,1,0,0,0,0,1,0,0.07,0.48,0.55,2021-01-12,1.515,0.79,0.0,0.042222222222222223,1.8288888888888886
2155,13/01/2021,True,"Zinchenko  Oleksandr Zinchenko (Manchester City, Defender)",DEF,MCI,BHA,0,19,31,1,0,0,0,18,90,0,0,0,0,0,1,0,0.04,0.05,0.09,2021-01-13,1.1783333333333335,1.4166666666666667,,,
2211,13/01/2021,True,"Winks  Harry Winks (Tottenham Hotspur, Midfielder)",MID,TOT,FUL,0,13,13,0,0,0,1,18,75,1,0,0,0,0,1,0,0.13,0.03,0.16,2021-01-13,1.3166666666666667,1.125,,,
2210,13/01/2021,True,"DSanchez  Davinson Sánchez (Tottenham Hotspur, Defender)",DEF,TOT,FUL,0,12,12,0,0,0,1,18,90,0,0,0,0,0,1,0,0.0,0.0,0.0,2021-01-13,1.3166666666666667,1.125,,,
2154,13/01/2021,True,"Bernardo Silva  Bernardo Mota Veiga de Carvalho e Silva (Manchester City, Midfielder)",MID,MCI,BHA,0,19,19,1,0,0,0,18,90,0,0,0,0,0,1,0,0.17,0.09,0.26,2021-01-13,1.1783333333333335,1.4166666666666667,,,
2201,13/01/2021,True,"Dier  Eric Dier (Tottenham Hotspur, Defender)",DEF,TOT,FUL,0,13,13,0,0,0,1,18,90,0,0,0,0,0,1,0,0.01,0.09,0.1,2021-01-13,1.3166666666666667,1.125,0.05,0.025,1.1566666666666665
2147,13/01/2021,True,"Rúben Dias  Rúben Santos Gato Alves Dias (Manchester City, Defender)",DEF,MCI,BHA,0,17,29,1,0,0,0,18,90,0,0,0,0,0,1,0,0.01,0.0,0.01,2021-01-13,1.1783333333333335,1.4166666666666667,0.065,0.013333333333333332,0.5399999999999999
2148,13/01/2021,True,"Gündogan  Ilkay Gündogan (Manchester City, Midfielder)",MID,MCI,BHA,0,15,15,1,0,0,0,18,90,0,0,0,0,0,1,0,0.13,0.11,0.24,2021-01-13,1.1783333333333335,1.4166666666666667,0.39193548387096777,0.08087557603686635,0.5095161290322581
2185,13/01/2021,False,"Tosin  Oluwatosin Adarabioyo (Fulham, Defender)",DEF,FUL,TOT,0,16,16,0,0,0,1,18,90,0,0,0,0,0,1,0,0.01,0.09,0.1,2021-01-13,1.1566666666666665,1.0216666666666667,0.05666666666666668,0.004999999999999999,1.3166666666666664
2186,13/01/2021,False,"Aina  Ola Aina (Fulham, Defender)",DEF,FUL,TOT,0,15,15,0,0,0,1,18,90,0,0,0,0,0,1,0,0.0,0.0,0.0,2021-01-13,1.1566666666666665,1.0216666666666667,0.058333333333333334,0.029999999999999995,1.3166666666666664
2187,13/01/2021,False,"Andersen  Joachim Andersen (Fulham, Defender)",DEF,FUL,TOT,0,8,8,0,0,0,1,18,90,0,0,0,0,1,1,0,0.01,0.0,0.01,2021-01-13,1.1566666666666665,1.0216666666666667,0.0,0.0052734374999999995,1.3126562499999999
2149,13/01/2021,True,"Rodri  Rodrigo Hernández Cascante (Manchester City, Midfielder)",MID,MCI,BHA,0,15,15,1,0,0,0,18,90,0,0,0,0,0,1,0,0.05,0.0,0.05,2021-01-13,1.1783333333333335,1.4166666666666667,0.0621301775147929,0.06568047337278107,0.5575739644970413
2209,13/01/2021,True,"Son  Heung-Min Son (Tottenham Hotspur, Midfielder)",MID,TOT,FUL,0,-4,-4,0,0,0,1,18,90,0,0,0,0,0,1,0,0.03,1.26,1.29,2021-01-13,1.3166666666666667,1.125,0.19735349716446127,0.132703213610586,1.1630623818525518
2208,13/01/2021,True,"Sissoko  Moussa Sissoko (Tottenham Hotspur, Midfielder)",MID,TOT,FUL,0,14,14,0,0,0,1,18,90,0,0,0,0,0,1,0,0.02,0.19,0.21,2021-01-13,1.3166666666666667,1.125,0.0,0.0182741116751269,1.2125888324873095
2207,13/01/2021,True,"Reguilón  Sergio Reguilón (Tottenham Hotspur, Defender)",DEF,TOT,FUL,1,21,30,0,0,0,1,18,90,0,0,0,0,0,1,1,0.19,0.19,0.38,2021-01-13,1.3166666666666667,1.125,0.050146627565982406,0.05806451612903227,1.2156011730205278
2206,13/01/2021,True,"NDombele  Tanguy NDombele (Tottenham Hotspur, Midfielder)",MID,TOT,FUL,0,17,17,0,0,0,1,18,81,1,0,0,0,0,1,0,0.19,0.02,0.21,2021-01-13,1.3166666666666667,1.125,,,
2205,13/01/2021,True,"Lloris  Hugo Lloris (Tottenham Hotspur, Goalkeeper)",GKP,TOT,FUL,0,13,13,0,0,0,1,18,90,0,0,0,0,0,1,0,0.0,0.0,0.0,2021-01-13,1.3166666666666667,1.125,0.0,0.0,1.1566666666666665
2204,13/01/2021,True,"Lamela  Erik Lamela (Tottenham Hotspur, Midfielder)",MID,TOT,FUL,0,4,4,0,0,0,0,18,15,0,0,1,0,0,0,0,0.0,0.0,0.0,2021-01-13,1.3166666666666667,1.125,,,
2203,13/01/2021,True,"Kane  Harry Kane (Tottenham Hotspur, Forward)",FWD,TOT,FUL,0,3,27,0,0,1,1,18,90,0,0,0,0,0,1,0,0.03,0.62,0.65,2021-01-13,1.3166666666666667,1.125,0.36536312849162006,0.05027932960893855,1.1567597765363127
2202,13/01/2021,True,"Højbjerg  Pierre-Emile Højbjerg (Tottenham Hotspur, Midfielder)",MID,TOT,FUL,0,5,5,0,0,0,1,18,90,0,0,0,0,1,1,0,0.04,0.18,0.22,2021-01-13,1.3166666666666667,1.125,0.025000000000000005,0.01666666666666667,1.1566666666666665
2200,13/01/2021,True,"Aurier  Serge Aurier (Tottenham Hotspur, Defender)",DEF,TOT,FUL,0,25,25,0,0,0,1,18,90,0,0,0,0,0,1,0,0.62,0.0,0.62,2021-01-13,1.3166666666666667,1.125,,,
2199,13/01/2021,True,"Carlos Vinicius  Carlos Vinicius Alves Morais (Tottenham Hotspur, Forward)",FWD,TOT,FUL,0,1,1,0,0,0,0,18,9,0,0,1,0,0,0,0,0.0,0.0,0.0,2021-01-13,1.3166666666666667,1.125,,,
2198,13/01/2021,False,"Zambo Anguissa  André-Frank Zambo Anguissa (Fulham, Midfielder)",MID,FUL,TOT,0,13,13,0,0,0,1,18,90,0,0,0,0,1,1,0,0.01,0.05,0.06,2021-01-13,1.1566666666666665,1.0216666666666667,0.045,0.08666666666666667,1.3166666666666664
2197,13/01/2021,False,"Tete  Kenny Tete (Fulham, Defender)",DEF,FUL,TOT,0,10,10,0,0,0,1,18,67,1,0,0,0,0,1,0,0.05,0.06,0.11,2021-01-13,1.1566666666666665,1.0216666666666667,,,
2196,13/01/2021,False,"Robinson (Antonee)  Antonee Robinson (Fulham, Defender)",DEF,FUL,TOT,0,15,15,0,0,0,1,18,90,0,0,0,0,0,1,0,0.01,0.08,0.09,2021-01-13,1.1566666666666665,1.0216666666666667,0.018333333333333333,0.048333333333333346,1.3166666666666664
2195,13/01/2021,False,"Reed  Harrison Reed (Fulham, Midfielder)",MID,FUL,TOT,0,12,12,0,0,0,1,18,90,0,0,0,0,0,1,0,0.06,0.0,0.06,2021-01-13,1.1566666666666665,1.0216666666666667,0.005607476635514018,0.04766355140186916,1.1352647975077879
2194,13/01/2021,False,"Onomah  Josh Onomah (Fulham, Midfielder)",MID,FUL,TOT,0,3,3,0,0,0,0,18,1,0,0,1,0,0,0,0,0.0,0.0,0.0,2021-01-13,1.1566666666666665,1.0216666666666667,,,
2193,13/01/2021,False,"Lookman  Ademola Lookman (Fulham, Midfielder)",MID,FUL,TOT,1,8,17,0,0,0,0,18,23,0,0,1,0,0,0,1,0.14,0.07,0.21,2021-01-13,1.1566666666666665,1.0216666666666667,0.376822429906542,0.09925233644859813,1.3170467289719627
2192,13/01/2021,False,"Loftus-Cheek  Ruben Loftus-Cheek (Fulham, Midfielder)",MID,FUL,TOT,0,0,0,0,0,0,1,18,89,1,0,0,0,0,1,0,0.04,0.59,0.63,2021-01-13,1.1566666666666665,1.0216666666666667,0.04987951807228916,0.02819277108433735,1.288289156626506
2191,13/01/2021,False,"Kamara  Aboubakar Kamara (Fulham, Midfielder)",MID,FUL,TOT,0,3,3,0,0,0,0,18,4,0,0,1,0,0,0,0,0.01,0.0,0.01,2021-01-13,1.1566666666666665,1.0216666666666667,,,
2190,13/01/2021,False,"DeCordova-Reid  Bobby DeCordova-Reid (Fulham, Forward)",FWD,FUL,TOT,0,19,19,0,0,0,1,18,90,0,0,0,0,0,1,0,0.06,0.11,0.17,2021-01-13,1.1566666666666665,1.0216666666666667,0.06296296296296297,0.022222222222222223,1.3210493827160492
2156,13/01/2021,True,"Jesus  Gabriel Fernando de Jesus (Manchester City, Forward)",FWD,MCI,BHA,0,1,1,0,0,0,0,18,23,0,0,1,0,0,0,0,0.0,0.0,0.0,2021-01-13,1.1783333333333335,1.4166666666666667,,,
2189,13/01/2021,False,"Cavaleiro  Ivan Cavaleiro (Fulham, Midfielder)",MID,FUL,TOT,0,8,26,0,0,1,1,18,86,1,0,0,0,0,1,0,0.06,0.1,0.16,2021-01-13,1.1566666666666665,1.0216666666666667,0.5004484304932736,0.05448430493273543,1.3030941704035877
2188,13/01/2021,False,"Areola  Alphonse Areola (Fulham, Goalkeeper)",GKP,FUL,TOT,0,19,19,0,0,0,1,18,90,0,0,0,0,0,1,0,0.0,0.0,0.0,2021-01-13,1.1566666666666665,1.0216666666666667,0.0,0.0016666666666666666,1.3166666666666664
2145,13/01/2021,True,"De Bruyne  Kevin De Bruyne (Manchester City, Midfielder)",MID,MCI,BHA,1,12,21,1,0,0,0,18,90,0,0,0,0,0,1,1,0.33,0.56,0.89,2021-01-13,1.1783333333333335,1.4166666666666667,0.6296641791044776,0.3257462686567164,0.5377611940298508
2144,13/01/2021,True,"João Cancelo  João Pedro Cavaco Cancelo (Manchester City, Defender)",DEF,MCI,BHA,0,21,33,1,0,0,0,18,90,0,0,0,0,0,1,0,0.04,0.08,0.12,2021-01-13,1.1783333333333335,1.4166666666666667,0.03833333333333333,0.3,0.5399999999999999
2141,13/01/2021,False,"Veltman  Joël Veltman (Brighton and Hove Albion, Defender)",DEF,BHA,MCI,0,5,5,0,0,0,1,18,90,0,0,0,0,1,1,0,0.01,0.03,0.04,2021-01-13,0.5399999999999999,2.1566666666666667,0.0,0.06330275229357799,1.2779816513761468
2146,13/01/2021,True,"Foden  Phil Foden (Manchester City, Midfielder)",MID,MCI,BHA,0,13,34,1,0,1,0,18,82,1,0,0,0,0,1,0,0.08,0.08,0.16,2021-01-13,1.1783333333333335,1.4166666666666667,,,
2153,13/01/2021,True,"Stones  John Stones (Manchester City, Defender)",DEF,MCI,BHA,0,16,28,1,0,0,0,18,90,0,0,0,0,0,1,0,0.01,0.0,0.01,2021-01-13,1.1783333333333335,1.4166666666666667,0.028,0.008,0.554
2152,13/01/2021,True,"Sterling  Raheem Sterling (Manchester City, Midfielder)",MID,MCI,BHA,0,-9,-9,0,0,0,0,18,8,0,0,1,0,0,0,0,0.0,0.83,0.83,2021-01-13,1.1783333333333335,1.4166666666666667,0.33166666666666667,0.3133333333333333,0.5399999999999999
2140,13/01/2021,False,"Trossard  Leandro Trossard (Brighton and Hove Albion, Midfielder)",MID,BHA,MCI,0,12,12,0,0,0,1,18,86,1,0,0,0,0,1,0,0.13,0.06,0.19,2021-01-13,0.5399999999999999,2.1566666666666667,0.0989010989010989,0.34368131868131874,1.103434065934066
2151,13/01/2021,True,"Ederson  Ederson Santana de Moraes (Manchester City, Goalkeeper)",GKP,MCI,BHA,0,12,24,1,0,0,0,18,90,0,0,0,0,0,1,0,0.0,0.0,0.0,2021-01-13,1.1783333333333335,1.4166666666666667,0.0,0.0,0.48
2139,13/01/2021,False,"Tau  Percy Tau (Brighton and Hove Albion, Forward)",FWD,BHA,MCI,0,12,12,0,0,0,1,18,68,1,0,0,0,0,1,0,0.02,0.0,0.02,2021-01-13,0.5399999999999999,2.1566666666666667,,,
2138,13/01/2021,False,"Sanchez  Robert Sanchez (Brighton and Hove Albion, Goalkeeper)",GKP,BHA,MCI,0,13,13,0,0,0,1,18,90,0,0,0,0,0,1,0,0.0,0.0,0.0,2021-01-13,0.5399999999999999,2.1566666666666667,0.0,0.0,1.1020000000000003
2137,13/01/2021,False,"Pröpper  Davy Pröpper (Brighton and Hove Albion, Midfielder)",MID,BHA,MCI,0,5,5,0,0,0,1,18,68,1,0,0,0,0,1,0,0.01,0.02,0.03,2021-01-13,0.5399999999999999,2.1566666666666667,,,
2136,13/01/2021,False,"Maupay  Neal Maupay (Brighton and Hove Albion, Forward)",FWD,BHA,MCI,0,1,1,0,0,0,0,18,22,0,0,1,0,0,0,0,0.0,0.05,0.05,2021-01-13,0.5399999999999999,2.1566666666666667,0.5103351955307263,0.02513966480446927,1.278435754189944
2135,13/01/2021,False,"March  Solomon March (Brighton and Hove Albion, Midfielder)",MID,BHA,MCI,0,3,3,0,0,0,0,18,22,0,0,1,0,0,0,0,0.01,0.0,0.01,2021-01-13,0.5399999999999999,2.1566666666666667,0.04385593220338983,0.15254237288135594,1.1881779661016951
2142,13/01/2021,False,"Webster  Adam Webster (Brighton and Hove Albion, Defender)",DEF,BHA,MCI,0,10,10,0,0,0,1,18,90,0,0,0,0,1,1,0,0.01,0.0,0.01,2021-01-13,0.5399999999999999,2.1566666666666667,0.08,0.054000000000000006,1.1020000000000003
2134,13/01/2021,False,"Mac Allister  Alexis Mac Allister (Brighton and Hove Albion, Midfielder)",MID,BHA,MCI,0,12,12,0,0,0,1,18,90,0,0,0,0,0,1,0,0.02,0.03,0.05,2021-01-13,0.5399999999999999,2.1566666666666667,,,
2133,13/01/2021,False,"Khadra  Reda Khadra (Brighton and Hove Albion, Midfielder)",MID,BHA,MCI,0,3,3,0,0,0,0,18,4,0,0,1,0,0,0,0,0.0,0.0,0.0,2021-01-13,0.5399999999999999,2.1566666666666667,,,
2132,13/01/2021,False,"Bernardo  Bernardo Fernandes da Silva Junior (Brighton and Hove Albion, Defender)",DEF,BHA,MCI,0,13,13,0,0,0,1,18,90,0,0,0,0,0,1,0,0.02,0.0,0.02,2021-01-13,0.5399999999999999,2.1566666666666667,,,
2150,13/01/2021,True,"Mahrez  Riyad Mahrez (Manchester City, Midfielder)",MID,MCI,BHA,0,8,8,1,0,0,0,18,67,1,0,0,0,0,1,0,0.11,0.22,0.33,2021-01-13,1.1783333333333335,1.4166666666666667,,,
2131,13/01/2021,False,"Dunk  Lewis Dunk (Brighton and Hove Albion, Defender)",DEF,BHA,MCI,0,14,14,0,0,0,1,18,90,0,0,0,0,0,1,0,0.01,0.0,0.01,2021-01-13,0.5399999999999999,2.1566666666666667,0.13833333333333334,0.11333333333333333,1.1783333333333335
2130,13/01/2021,False,"Burn  Dan Burn (Brighton and Hove Albion, Defender)",DEF,BHA,MCI,0,17,17,0,0,0,1,18,90,0,0,0,0,0,1,0,0.0,0.0,0.0,2021-01-13,0.5399999999999999,2.1566666666666667,,,
2143,13/01/2021,False,"White (Ben)  Ben White (Brighton and Hove Albion, Defender)",DEF,BHA,MCI,0,16,16,0,0,0,1,18,90,0,0,0,0,0,1,0,0.01,0.0,0.01,2021-01-13,0.5399999999999999,2.1566666666666667,0.0,0.10833333333333334,1.2191666666666667
2101,14/01/2021,False,"Zaha  Wilfried Zaha (Crystal Palace, Midfielder)",MID,CRY,ARS,0,6,6,1,0,0,0,18,90,0,0,0,0,0,1,0,0.03,0.05,0.08,2021-01-14,1.2883333333333333,1.7466666666666668,0.13333333333333336,0.11666666666666667,1.765
2100,14/01/2021,False,"Ward (Joel)  Joel Ward (Crystal Palace, Defender)",DEF,CRY,ARS,0,10,22,1,0,0,0,18,90,0,0,0,0,0,1,0,0.01,0.0,0.01,2021-01-14,1.2883333333333333,1.7466666666666668,,,
2099,14/01/2021,False,"Townsend (Andros)  Andros Townsend (Crystal Palace, Midfielder)",MID,CRY,ARS,0,11,11,1,0,0,0,18,90,0,0,0,0,0,1,0,0.06,0.02,0.08,2021-01-14,1.2883333333333333,1.7466666666666668,0.07883211678832117,0.2923357664233577,1.02514598540146
2098,14/01/2021,False,"Tomkins  James Tomkins (Crystal Palace, Defender)",DEF,CRY,ARS,0,11,23,1,0,0,0,18,90,0,0,0,0,1,1,0,0.0,0.13,0.13,2021-01-14,1.2883333333333333,1.7466666666666668,,,
2097,14/01/2021,False,"Mitchell  Tyrick Mitchell (Crystal Palace, Defender)",DEF,CRY,ARS,0,15,27,1,0,0,0,18,90,0,0,0,0,0,1,0,0.13,0.0,0.13,2021-01-14,1.2883333333333333,1.7466666666666668,,,
2096,14/01/2021,False,"Milivojevic  Luka Milivojevic (Crystal Palace, Midfielder)",MID,CRY,ARS,0,7,7,1,0,0,0,18,89,1,0,0,0,0,1,0,0.01,0.0,0.01,2021-01-14,1.2883333333333333,1.7466666666666668,0.048502994011976046,0.06467065868263475,1.687924151696607
2095,14/01/2021,False,"McCarthy (James)  James McCarthy (Crystal Palace, Midfielder)",MID,CRY,ARS,0,3,3,0,0,0,0,18,1,0,0,1,0,0,0,0,0.0,0.0,0.0,2021-01-14,1.2883333333333333,1.7466666666666668,,,
2093,14/01/2021,False,"Kouyaté  Cheikhou Kouyaté (Crystal Palace, Midfielder)",MID,CRY,ARS,0,8,8,1,0,0,0,18,90,0,0,0,0,0,1,0,0.0,0.0,0.0,2021-01-14,1.2883333333333333,1.7466666666666668,0.0,0.0,1.723157894736842
2083,14/01/2021,True,"Eddie Nketiah  Edward Nketiah (Arsenal, Forward)",FWD,ARS,CRY,0,1,1,0,0,0,0,18,9,0,0,1,0,0,0,0,0.0,0.05,0.05,2021-01-14,1.765,0.8316666666666667,,,
2092,14/01/2021,False,"Guaita  Vicente Guaita (Crystal Palace, Goalkeeper)",GKP,CRY,ARS,0,17,29,1,0,0,0,18,90,0,0,0,0,0,1,0,0.0,0.0,0.0,2021-01-14,1.2883333333333333,1.7466666666666668,0.0,0.0,1.765
2091,14/01/2021,False,"Eze  Eberechi Eze (Crystal Palace, Midfielder)",MID,CRY,ARS,0,15,15,1,0,0,0,18,90,0,0,0,0,0,1,0,0.17,0.06,0.23,2021-01-14,1.2883333333333333,1.7466666666666668,0.07219251336898397,0.0770053475935829,1.8792245989304817
2090,14/01/2021,False,"Benteke  Christian Benteke (Crystal Palace, Forward)",FWD,CRY,ARS,0,6,6,1,0,0,0,18,81,1,0,0,0,0,1,0,0.02,0.33,0.35,2021-01-14,1.2883333333333333,1.7466666666666668,0.4128865979381443,0.08582474226804125,1.7998969072164945
2089,14/01/2021,False,"Jordan Ayew  Jordan Ayew (Crystal Palace, Forward)",FWD,CRY,ARS,0,2,2,0,0,0,0,18,9,0,0,1,0,0,0,0,0.0,0.07,0.07,2021-01-14,1.2883333333333333,1.7466666666666668,,,
2088,14/01/2021,True,"Xhaka  Granit Xhaka (Arsenal, Midfielder)",MID,ARS,CRY,0,18,18,1,0,0,0,18,90,0,0,0,0,0,1,0,0.09,0.02,0.11,2021-01-14,1.765,0.8316666666666667,,,
2087,14/01/2021,True,"Smith-Rowe  Emile Smith-Rowe (Arsenal, Midfielder)",MID,ARS,CRY,0,9,9,1,0,0,0,18,90,0,0,0,0,0,1,0,0.04,0.02,0.06,2021-01-14,1.765,0.8316666666666667,,,
2086,14/01/2021,True,"Saka  Bukayo Saka (Arsenal, Midfielder)",MID,ARS,CRY,0,16,16,1,0,0,0,18,90,0,0,0,0,0,1,0,0.16,0.1,0.26,2021-01-14,1.765,0.8316666666666667,0.3357421875,0.14238281249999998,1.3078906250000002
2085,14/01/2021,True,"Pepe  Nicolas Pepe (Arsenal, Midfielder)",MID,ARS,CRY,0,5,5,0,0,0,0,18,25,0,0,1,0,0,0,0,0.02,0.02,0.04,2021-01-14,1.765,0.8316666666666667,,,
2084,14/01/2021,True,"Partey  Thomas Partey (Arsenal, Midfielder)",MID,ARS,CRY,0,6,6,0,0,0,0,18,21,0,0,1,0,0,0,0,0.01,0.0,0.01,2021-01-14,1.765,0.8316666666666667,,,
2082,14/01/2021,True,"Maitland-Niles  Ainsley Maitland-Niles (Arsenal, Defender)",DEF,ARS,CRY,0,8,20,1,0,0,0,18,65,1,0,0,0,0,1,0,0.01,0.04,0.05,2021-01-14,1.765,0.8316666666666667,0.0,0.07339055793991417,0.9545493562231758
2081,14/01/2021,True,"Luiz  David Luiz Moreira Marinho (Arsenal, Defender)",DEF,ARS,CRY,0,7,19,1,0,0,0,18,90,0,0,0,0,1,1,0,0.02,0.0,0.02,2021-01-14,1.765,0.8316666666666667,,,
2080,14/01/2021,True,"Leno  Bernd Leno (Arsenal, Goalkeeper)",GKP,ARS,CRY,0,13,25,1,0,0,0,18,90,0,0,0,0,0,1,0,0.0,0.0,0.0,2021-01-14,1.765,0.8316666666666667,0.0,0.0,1.2883333333333333
2079,14/01/2021,True,"Lacazette  Alexandre Lacazette (Arsenal, Forward)",FWD,ARS,CRY,0,7,7,1,0,0,0,18,81,1,0,0,0,0,1,0,0.06,0.0,0.06,2021-01-14,1.765,0.8316666666666667,0.9974729241877258,0.19819494584837546,1.5719133574007222
2078,14/01/2021,True,"Holding  Rob Holding (Arsenal, Defender)",DEF,ARS,CRY,0,13,25,1,0,0,0,18,90,0,0,0,0,0,1,0,0.06,0.14,0.2,2021-01-14,1.765,0.8316666666666667,0.06833333333333334,0.004999999999999999,1.2883333333333333
2077,14/01/2021,True,"Dani Ceballos  Daniel Ceballos Fernández (Arsenal, Midfielder)",MID,ARS,CRY,0,17,17,1,0,0,0,18,69,1,0,0,0,0,1,0,0.07,0.0,0.07,2021-01-14,1.765,0.8316666666666667,0.01888111888111888,0.1258741258741259,0.958986013986014
2076,14/01/2021,True,"Bellerín  Héctor Bellerín (Arsenal, Defender)",DEF,ARS,CRY,0,15,27,1,0,0,0,18,90,0,0,0,0,0,1,0,0.09,0.03,0.12,2021-01-14,1.765,0.8316666666666667,,,
2075,14/01/2021,True,"Aubameyang  Pierre-Emerick Aubameyang (Arsenal, Midfielder)",MID,ARS,CRY,0,12,12,1,0,0,0,18,90,0,0,0,0,0,1,0,0.09,0.03,0.12,2021-01-14,1.765,0.8316666666666667,,,
2094,14/01/2021,False,"McArthur  James McArthur (Crystal Palace, Midfielder)",MID,CRY,ARS,0,18,18,1,0,0,0,18,90,0,0,0,0,0,1,0,0.02,0.16,0.18,2021-01-14,1.2883333333333333,1.7466666666666668,0.0,0.06605504587155964,1.6197018348623853
2321,16/01/2021,True,"Robinson (Antonee)  Antonee Robinson (Fulham, Defender)",DEF,FUL,CHE,0,-1,-1,0,0,0,0,19,44,0,0,0,1,0,1,0,0.05,0.04,0.09,2021-01-16,1.26,1.5016666666666667,0.023333333333333334,0.03833333333333334,1.55
2378,16/01/2021,True,"Roberts (Tyler)  Tyler Roberts (Leeds United, Midfielder)",MID,LEE,BHA,0,4,4,0,0,0,0,19,28,0,0,1,0,0,0,0,0.01,0.11,0.12,2021-01-16,1.2533333333333334,1.3,,,
2597,16/01/2021,True,"Soucek  Tomas Soucek (West Ham United, Midfielder)",MID,WHU,BUR,0,14,14,1,0,0,0,19,90,0,0,0,0,1,1,0,0.02,0.0,0.02,2021-01-16,1.4016666666666666,1.1633333333333333,0.24333333333333335,0.16833333333333333,1.155
2297,16/01/2021,False,"Azpilicueta  César Azpilicueta (Chelsea, Defender)",DEF,CHE,FUL,0,6,18,1,0,0,0,19,90,0,0,0,0,1,1,0,0.56,0.14,0.7,2021-01-16,1.55,0.9316666666666666,,,
2298,16/01/2021,False,"Chilwell  Benjamin Chilwell (Chelsea, Defender)",DEF,CHE,FUL,0,9,21,1,0,0,0,19,90,0,0,0,0,0,1,0,0.02,0.02,0.04,2021-01-16,1.55,0.9316666666666666,0.02352941176470588,0.10588235294117648,1.41
2299,16/01/2021,False,"Jorginho  Jorge Luiz Frello Filho (Chelsea, Midfielder)",MID,CHE,FUL,0,11,11,1,0,0,0,19,65,1,0,0,0,0,1,0,0.04,0.0,0.04,2021-01-16,1.55,0.9316666666666666,,,
2300,16/01/2021,False,"Giroud  Olivier Giroud (Chelsea, Forward)",FWD,CHE,FUL,0,5,5,1,0,0,0,19,75,1,0,0,0,0,1,0,0.02,0.29,0.31,2021-01-16,1.55,0.9316666666666666,,,
2301,16/01/2021,False,"Hudson-Odoi  Callum Hudson-Odoi (Chelsea, Midfielder)",MID,CHE,FUL,0,5,5,0,0,0,0,19,15,0,0,1,0,0,0,0,0.04,0.0,0.04,2021-01-16,1.55,0.9316666666666666,,,
2302,16/01/2021,False,"Kovacic  Mateo Kovacic (Chelsea, Midfielder)",MID,CHE,FUL,0,15,15,1,0,0,0,19,90,0,0,0,0,0,1,0,0.07,0.0,0.07,2021-01-16,1.55,0.9316666666666666,0.06558704453441296,0.06923076923076923,1.6909716599190283
2303,16/01/2021,False,"Mendy (Edouard)  Edouard Mendy (Chelsea, Goalkeeper)",GKP,CHE,FUL,0,10,22,1,0,0,0,19,90,0,0,0,0,0,1,0,0.0,0.0,0.0,2021-01-16,1.55,0.9316666666666666,0.0,0.0,1.2599999999999998
2304,16/01/2021,False,"Mount  Mason Mount (Chelsea, Midfielder)",MID,CHE,FUL,0,21,42,1,0,1,0,19,90,0,0,0,0,0,1,0,0.62,0.2,0.82,2021-01-16,1.55,0.9316666666666666,0.054999999999999986,0.19166666666666668,1.2599999999999998
2305,16/01/2021,False,"Pulisic  Christian Pulisic (Chelsea, Midfielder)",MID,CHE,FUL,0,12,12,1,0,0,0,19,90,0,0,0,0,0,1,0,0.09,0.03,0.12,2021-01-16,1.55,0.9316666666666666,0.37905405405405407,0.13986486486486485,1.2795945945945946
2306,16/01/2021,False,"Rüdiger  Antonio Rüdiger (Chelsea, Defender)",DEF,CHE,FUL,0,22,34,1,0,0,0,19,90,0,0,0,0,0,1,0,0.14,0.04,0.18,2021-01-16,1.55,0.9316666666666666,,,
2296,16/01/2021,False,"Abraham  Tammy Abraham (Chelsea, Forward)",FWD,CHE,FUL,0,-2,-2,0,0,0,0,19,25,0,0,1,0,0,0,0,0.02,0.27,0.29,2021-01-16,1.55,0.9316666666666666,,,
2307,16/01/2021,False,"Werner  Timo Werner (Chelsea, Forward)",FWD,CHE,FUL,0,0,0,0,0,0,0,19,15,0,0,1,0,0,0,0,0.05,0.4,0.45,2021-01-16,1.55,0.9316666666666666,0.23829787234042552,0.03829787234042554,1.270212765957447
2309,16/01/2021,False,"Thiago Silva  Thiago Emiliano da Silva (Chelsea, Defender)",DEF,CHE,FUL,0,17,29,1,0,0,0,19,90,0,0,0,0,1,1,0,0.08,0.08,0.16,2021-01-16,1.55,0.9316666666666666,0.08999999999999998,0.019999999999999997,1.3719999999999999
2310,16/01/2021,True,"Tosin  Oluwatosin Adarabioyo (Fulham, Defender)",DEF,FUL,CHE,0,15,15,0,0,0,1,19,90,0,0,0,0,0,1,0,0.0,0.0,0.0,2021-01-16,1.26,1.5016666666666667,0.07166666666666667,0.006666666666666666,1.55
2311,16/01/2021,True,"Aina  Ola Aina (Fulham, Defender)",DEF,FUL,CHE,0,9,9,0,0,0,1,19,83,1,0,0,0,0,1,0,0.0,0.05,0.05,2021-01-16,1.26,1.5016666666666667,0.02,0.015000000000000001,1.55
2312,16/01/2021,True,"Andersen  Joachim Andersen (Fulham, Defender)",DEF,FUL,CHE,0,18,18,0,0,0,1,19,90,0,0,0,0,0,1,0,0.0,0.0,0.0,2021-01-16,1.26,1.5016666666666667,0.0,0.0052734374999999995,1.5587499999999999
